Channel,Time (s),Voltage (V)
CHANnel1,-0.0267,2.788533
CHANnel1,-0.026600000000000002,2.802133
CHANnel1,-0.026500000000000003,2.875466
CHANnel1,-0.026400000000000003,2.852533
CHANnel1,-0.0263,2.926133
CHANnel1,-0.0262,2.944266
CHANnel1,-0.0261,2.893866
CHANnel1,-0.026000000000000002,2.930666
CHANnel1,-0.025900000000000003,2.861866
CHANnel1,-0.0258,2.8664
CHANnel1,-0.0257,2.788533
CHANnel1,-0.0256,2.788533
CHANnel1,-0.025500000000000002,2.820533
CHANnel1,-0.025400000000000002,2.806666
CHANnel1,-0.025300000000000003,2.875466
CHANnel1,-0.0252,2.8296
CHANnel1,-0.0251,2.875466
CHANnel1,-0.025,2.880266
CHANnel1,-0.024900000000000002,2.820533
CHANnel1,-0.024800000000000003,2.880266
CHANnel1,-0.024700000000000003,2.838933
CHANnel1,-0.0246,2.8848
CHANnel1,-0.0245,2.838933
CHANnel1,-0.0244,2.875466
CHANnel1,-0.024300000000000002,2.843466
CHANnel1,-0.024200000000000003,2.870933
CHANnel1,-0.0241,2.811466
CHANnel1,-0.024,2.8344
CHANnel1,-0.0239,2.806666
CHANnel1,-0.0238,2.788533
CHANnel1,-0.023700000000000002,2.843466
CHANnel1,-0.023600000000000003,2.843466
CHANnel1,-0.0235,2.912266
CHANnel1,-0.0234,2.8984
CHANnel1,-0.0233,2.9352
CHANnel1,-0.023200000000000002,2.9352
CHANnel1,-0.023100000000000002,2.8664
CHANnel1,-0.023000000000000003,2.880266
CHANnel1,-0.0229,2.820533
CHANnel1,-0.0228,2.8344
CHANnel1,-0.0227,2.7976
CHANnel1,-0.022600000000000002,2.820533
CHANnel1,-0.022500000000000003,2.783733
CHANnel1,-0.0224,2.783733
CHANnel1,-0.0223,2.8344
CHANnel1,-0.0222,2.7976
CHANnel1,-0.0221,2.852533
CHANnel1,-0.022000000000000002,2.843466
CHANnel1,-0.021900000000000003,2.811466
CHANnel1,-0.0218,2.852533
CHANnel1,-0.0217,2.7976
CHANnel1,-0.0216,2.843466
CHANnel1,-0.021500000000000002,2.783733
CHANnel1,-0.021400000000000002,2.7792
CHANnel1,-0.021300000000000003,2.820533
CHANnel1,-0.0212,2.7792
CHANnel1,-0.0211,2.8344
CHANnel1,-0.021,2.802133
CHANnel1,-0.020900000000000002,2.875466
CHANnel1,-0.020800000000000003,2.8664
CHANnel1,-0.0207,2.9352
CHANnel1,-0.0206,2.944266
CHANnel1,-0.0205,2.8848
CHANnel1,-0.0204,2.9352
CHANnel1,-0.020300000000000002,2.838933
CHANnel1,-0.020200000000000003,2.852533
CHANnel1,-0.0201,2.783733
CHANnel1,-0.02,2.774666
CHANnel1,-0.0199,2.838933
CHANnel1,-0.0198,2.811466
CHANnel1,-0.019700000000000002,2.870933
CHANnel1,-0.019600000000000003,2.880266
CHANnel1,-0.0195,2.848
CHANnel1,-0.0194,2.838933
CHANnel1,-0.0193,2.889333
CHANnel1,-0.019200000000000002,2.8344
CHANnel1,-0.019100000000000002,2.875466
CHANnel1,-0.019000000000000003,2.838933
CHANnel1,-0.0189,2.893866
CHANnel1,-0.0188,2.9032
CHANnel1,-0.0187,2.852533
CHANnel1,-0.0186,2.875466
CHANnel1,-0.018500000000000003,2.820533
CHANnel1,-0.0184,2.852533
CHANnel1,-0.018300000000000004,2.7976
CHANnel1,-0.0182,2.7976
CHANnel1,-0.018099999999999998,2.857333
CHANnel1,-0.018000000000000002,2.838933
CHANnel1,-0.0179,2.921333
CHANnel1,-0.017800000000000003,2.9032
CHANnel1,-0.0177,2.944266
CHANnel1,-0.017600000000000005,2.9536
CHANnel1,-0.0175,2.8664
CHANnel1,-0.0174,2.8984
CHANnel1,-0.017300000000000003,2.8344
CHANnel1,-0.0172,2.852533
CHANnel1,-0.017100000000000004,2.806666
CHANnel1,-0.017,2.820533
CHANnel1,-0.0169,2.774666
CHANnel1,-0.016800000000000002,2.788533
CHANnel1,-0.0167,2.8296
CHANnel1,-0.016600000000000004,2.802133
CHANnel1,-0.0165,2.848
CHANnel1,-0.016399999999999998,2.806666
CHANnel1,-0.016300000000000002,2.843466
CHANnel1,-0.0162,2.820533
CHANnel1,-0.016100000000000003,2.857333
CHANnel1,-0.016,2.8344
CHANnel1,-0.015900000000000004,2.783733
CHANnel1,-0.0158,2.811466
CHANnel1,-0.0157,2.7792
CHANnel1,-0.015600000000000003,2.7792
CHANnel1,-0.0155,2.8344
CHANnel1,-0.015400000000000004,2.820533
CHANnel1,-0.015300000000000001,2.889333
CHANnel1,-0.015199999999999998,2.857333
CHANnel1,-0.015100000000000002,2.926133
CHANnel1,-0.015,2.944266
CHANnel1,-0.014900000000000004,2.9032
CHANnel1,-0.0148,2.926133
CHANnel1,-0.014699999999999998,2.8296
CHANnel1,-0.014600000000000002,2.8344
CHANnel1,-0.014499999999999999,2.783733
CHANnel1,-0.014400000000000003,2.788533
CHANnel1,-0.0143,2.852533
CHANnel1,-0.014200000000000004,2.8344
CHANnel1,-0.014100000000000001,2.889333
CHANnel1,-0.013999999999999999,2.8984
CHANnel1,-0.013900000000000003,2.838933
CHANnel1,-0.0138,2.8848
CHANnel1,-0.013700000000000004,2.838933
CHANnel1,-0.013600000000000001,2.838933
CHANnel1,-0.013499999999999998,2.875466
CHANnel1,-0.013400000000000002,2.8344
CHANnel1,-0.0133,2.889333
CHANnel1,-0.013200000000000003,2.852533
CHANnel1,-0.0131,2.8984
CHANnel1,-0.012999999999999998,2.880266
CHANnel1,-0.012900000000000002,2.816
CHANnel1,-0.012799999999999999,2.852533
CHANnel1,-0.012700000000000003,2.806666
CHANnel1,-0.0126,2.788533
CHANnel1,-0.012500000000000004,2.852533
CHANnel1,-0.012400000000000001,2.852533
CHANnel1,-0.012299999999999998,2.9168
CHANnel1,-0.012200000000000003,2.907733
CHANnel1,-0.0121,2.944266
CHANnel1,-0.012000000000000004,2.9536
CHANnel1,-0.0119,2.880266
CHANnel1,-0.011799999999999998,2.889333
CHANnel1,-0.011700000000000002,2.820533
CHANnel1,-0.0116,2.857333
CHANnel1,-0.011500000000000003,2.783733
CHANnel1,-0.0114,2.820533
CHANnel1,-0.011299999999999998,2.774666
CHANnel1,-0.011200000000000002,2.8296
CHANnel1,-0.011099999999999999,2.788533
CHANnel1,-0.011000000000000003,2.7976
CHANnel1,-0.0109,2.8344
CHANnel1,-0.010800000000000004,2.8344
CHANnel1,-0.010700000000000001,2.788533
CHANnel1,-0.010599999999999998,2.8344
CHANnel1,-0.010500000000000002,2.7976
CHANnel1,-0.0104,2.820533
CHANnel1,-0.010300000000000004,2.774666
CHANnel1,-0.0102,2.811466
CHANnel1,-0.010099999999999998,2.7656
CHANnel1,-0.010000000000000002,2.788533
CHANnel1,-0.009899999999999999,2.843466
CHANnel1,-0.009800000000000003,2.811466
CHANnel1,-0.0097,2.889333
CHANnel1,-0.009599999999999997,2.875466
CHANnel1,-0.009500000000000001,2.930666
CHANnel1,-0.009399999999999999,2.944266
CHANnel1,-0.009300000000000003,2.9032
CHANnel1,-0.0092,2.9168
CHANnel1,-0.009100000000000004,2.8296
CHANnel1,-0.009000000000000001,2.8344
CHANnel1,-0.008899999999999998,2.783733
CHANnel1,-0.008800000000000002,2.793067
CHANnel1,-0.0087,2.843466
CHANnel1,-0.008600000000000003,2.8344
CHANnel1,-0.0085,2.880266
CHANnel1,-0.008399999999999998,2.875466
CHANnel1,-0.008300000000000002,2.843466
CHANnel1,-0.008199999999999999,2.8296
CHANnel1,-0.008100000000000003,2.875466
CHANnel1,-0.008,2.889333
CHANnel1,-0.007899999999999997,2.8296
CHANnel1,-0.007800000000000001,2.8848
CHANnel1,-0.0076999999999999985,2.8296
CHANnel1,-0.007600000000000003,2.843466
CHANnel1,-0.0075,2.880266
CHANnel1,-0.007400000000000004,2.875466
CHANnel1,-0.007300000000000001,2.8296
CHANnel1,-0.007199999999999998,2.843466
CHANnel1,-0.007100000000000002,2.7976
CHANnel1,-0.006999999999999999,2.783733
CHANnel1,-0.006900000000000003,2.843466
CHANnel1,-0.0068000000000000005,2.8344
CHANnel1,-0.006699999999999998,2.930666
CHANnel1,-0.006600000000000002,2.889333
CHANnel1,-0.006499999999999999,2.9856
CHANnel1,-0.006400000000000003,2.999466
CHANnel1,-0.0063,2.912266
CHANnel1,-0.006200000000000004,2.9168
CHANnel1,-0.006100000000000001,2.848
CHANnel1,-0.005999999999999998,2.857333
CHANnel1,-0.0059000000000000025,2.806666
CHANnel1,-0.0058,2.8296
CHANnel1,-0.005700000000000004,2.783733
CHANnel1,-0.005600000000000001,2.774666
CHANnel1,-0.005499999999999998,2.825066
CHANnel1,-0.005400000000000002,2.811466
CHANnel1,-0.005299999999999999,2.852533
CHANnel1,-0.005200000000000003,2.816
CHANnel1,-0.0051,2.852533
CHANnel1,-0.0049999999999999975,2.848
CHANnel1,-0.004900000000000002,2.806666
CHANnel1,-0.004799999999999999,2.820533
CHANnel1,-0.004700000000000003,2.788533
CHANnel1,-0.0046,2.7792
CHANnel1,-0.004500000000000004,2.838933
CHANnel1,-0.004400000000000001,2.802133
CHANnel1,-0.004299999999999998,2.843466
CHANnel1,-0.004200000000000002,2.8344
CHANnel1,-0.0040999999999999995,2.893866
CHANnel1,-0.0040000000000000036,2.880266
CHANnel1,-0.0039000000000000007,2.9352
CHANnel1,-0.003799999999999998,2.949066
CHANnel1,-0.003700000000000002,2.9032
CHANnel1,-0.003599999999999999,2.9032
CHANnel1,-0.003500000000000003,2.8344
CHANnel1,-0.0034000000000000002,2.8344
CHANnel1,-0.0032999999999999974,2.783733
CHANnel1,-0.0032000000000000015,2.783733
CHANnel1,-0.0030999999999999986,2.8344
CHANnel1,-0.0030000000000000027,2.8296
CHANnel1,-0.0029,2.880266
CHANnel1,-0.002800000000000004,2.880266
CHANnel1,-0.002700000000000001,2.838933
CHANnel1,-0.002599999999999998,2.838933
CHANnel1,-0.0025000000000000022,2.889333
CHANnel1,-0.0023999999999999994,2.8848
CHANnel1,-0.0023000000000000034,2.838933
CHANnel1,-0.0022000000000000006,2.880266
CHANnel1,-0.0020999999999999977,2.848
CHANnel1,-0.0020000000000000018,2.8848
CHANnel1,-0.001899999999999999,2.8344
CHANnel1,-0.001800000000000003,2.852533
CHANnel1,-0.0017000000000000001,2.806666
CHANnel1,-0.0015999999999999973,2.838933
CHANnel1,-0.0015000000000000013,2.7792
CHANnel1,-0.0013999999999999985,2.7976
CHANnel1,-0.0013000000000000025,2.889333
CHANnel1,-0.0011999999999999997,2.875466
CHANnel1,-0.0011000000000000038,2.926133
CHANnel1,-0.0010000000000000009,2.889333
CHANnel1,-0.000899999999999998,2.944266
CHANnel1,-0.0008000000000000021,2.930666
CHANnel1,-0.0006999999999999992,2.852533
CHANnel1,-0.0006000000000000033,2.8664
CHANnel1,-0.0005000000000000004,2.802133
CHANnel1,-0.0003999999999999976,2.8296
CHANnel1,-0.00030000000000000165,2.774666
CHANnel1,-0.0001999999999999988,2.7792
CHANnel1,-0.00010000000000000286,2.8344
CHANnel1,0.0,2.7976
CHANnel1,0.00010000000000000286,2.838933
CHANnel1,0.0001999999999999988,2.820533
CHANnel1,0.00030000000000000165,2.857333
CHANnel1,0.0003999999999999976,2.8664
CHANnel1,0.0005000000000000004,2.816
CHANnel1,0.0005999999999999964,2.820533
CHANnel1,0.0006999999999999992,2.8664
CHANnel1,0.0008000000000000021,2.843466
CHANnel1,0.000899999999999998,2.774666
CHANnel1,0.0010000000000000009,2.7656
CHANnel1,0.0010999999999999968,2.820533
CHANnel1,0.0011999999999999997,2.793067
CHANnel1,0.0013000000000000025,2.838933
CHANnel1,0.0013999999999999985,2.816
CHANnel1,0.0015000000000000013,2.880266
CHANnel1,0.0015999999999999973,2.880266
CHANnel1,0.0017000000000000001,2.9352
CHANnel1,0.001800000000000003,2.8984
CHANnel1,0.001899999999999999,2.944266
CHANnel1,0.0020000000000000018,2.9352
CHANnel1,0.0020999999999999977,2.8344
CHANnel1,0.0022000000000000006,2.8344
CHANnel1,0.0022999999999999965,2.788533
CHANnel1,0.0023999999999999994,2.793067
CHANnel1,0.0025000000000000022,2.857333
CHANnel1,0.002599999999999998,2.825066
CHANnel1,0.002700000000000001,2.889333
CHANnel1,0.002799999999999997,2.880266
CHANnel1,0.0029,2.843466
CHANnel1,0.0030000000000000027,2.9032
CHANnel1,0.0030999999999999986,2.852533
CHANnel1,0.0032000000000000015,2.889333
CHANnel1,0.0032999999999999974,2.852533
CHANnel1,0.0034000000000000002,2.843466
CHANnel1,0.003500000000000003,2.8984
CHANnel1,0.003599999999999999,2.880266
CHANnel1,0.003700000000000002,2.820533
CHANnel1,0.003799999999999998,2.852533
CHANnel1,0.0039000000000000007,2.7976
CHANnel1,0.003999999999999997,2.793067
CHANnel1,0.0040999999999999995,2.820533
CHANnel1,0.004200000000000002,2.820533
CHANnel1,0.004299999999999998,2.9032
CHANnel1,0.004400000000000001,2.875466
CHANnel1,0.004499999999999997,2.930666
CHANnel1,0.0046,2.9032
CHANnel1,0.004700000000000003,2.9352
CHANnel1,0.004799999999999999,2.9032
CHANnel1,0.004900000000000002,2.838933
CHANnel1,0.0049999999999999975,2.848
CHANnel1,0.0051,2.793067
CHANnel1,0.005200000000000003,2.783733
CHANnel1,0.005299999999999999,2.820533
CHANnel1,0.005400000000000002,2.774666
CHANnel1,0.005499999999999998,2.8296
CHANnel1,0.005600000000000001,2.852533
CHANnel1,0.005699999999999997,2.806666
CHANnel1,0.0058,2.825066
CHANnel1,0.0059000000000000025,2.875466
CHANnel1,0.005999999999999998,2.8296
CHANnel1,0.006100000000000001,2.880266
CHANnel1,0.006199999999999997,2.880266
CHANnel1,0.0063,2.8344
CHANnel1,0.006400000000000003,2.857333
CHANnel1,0.006499999999999999,2.7976
CHANnel1,0.006600000000000002,2.811466
CHANnel1,0.006699999999999998,2.7656
CHANnel1,0.0068000000000000005,2.774666
CHANnel1,0.006900000000000003,2.825066
CHANnel1,0.006999999999999999,2.806666
CHANnel1,0.007100000000000002,2.861866
CHANnel1,0.007199999999999998,2.848
CHANnel1,0.007300000000000001,2.926133
CHANnel1,0.007399999999999997,2.880266
CHANnel1,0.0075,2.930666
CHANnel1,0.007600000000000003,2.939733
CHANnel1,0.0076999999999999985,2.857333
CHANnel1,0.007800000000000001,2.870933
CHANnel1,0.007899999999999997,2.811466
CHANnel1,0.008,2.788533
CHANnel1,0.008100000000000003,2.825066
CHANnel1,0.008199999999999999,2.7976
CHANnel1,0.008300000000000002,2.8664
CHANnel1,0.008399999999999998,2.843466
CHANnel1,0.0085,2.875466
CHANnel1,0.008600000000000003,2.875466
CHANnel1,0.0087,2.848
CHANnel1,0.008800000000000002,2.8848
CHANnel1,0.008899999999999998,2.838933
CHANnel1,0.009000000000000001,2.838933
CHANnel1,0.009099999999999997,2.880266
CHANnel1,0.0092,2.8664
CHANnel1,0.009300000000000003,2.802133
CHANnel1,0.009399999999999999,2.8344
CHANnel1,0.009500000000000001,2.788533
CHANnel1,0.009599999999999997,2.783733
CHANnel1,0.0097,2.838933
CHANnel1,0.009800000000000003,2.843466
CHANnel1,0.009899999999999999,2.926133
CHANnel1,0.010000000000000002,2.889333
CHANnel1,0.010099999999999998,2.944266
CHANnel1,0.0102,2.9352
CHANnel1,0.010299999999999997,2.857333
CHANnel1,0.0104,2.893866
CHANnel1,0.010500000000000002,2.825066
CHANnel1,0.010599999999999998,2.838933
CHANnel1,0.010700000000000001,2.793067
CHANnel1,0.010799999999999997,2.774666
CHANnel1,0.0109,2.816
CHANnel1,0.011000000000000003,2.7976
CHANnel1,0.011099999999999999,2.852533
CHANnel1,0.011200000000000002,2.8344
CHANnel1,0.011299999999999998,2.8984
CHANnel1,0.0114,2.848
CHANnel1,0.011500000000000003,2.8984
CHANnel1,0.0116,2.852533
CHANnel1,0.011700000000000002,2.8984
CHANnel1,0.011799999999999998,2.9032
CHANnel1,0.0119,2.852533
CHANnel1,0.011999999999999997,2.880266
CHANnel1,0.0121,2.811466
CHANnel1,0.012200000000000003,2.8344
CHANnel1,0.012299999999999998,2.783733
CHANnel1,0.012400000000000001,2.774666
CHANnel1,0.012499999999999997,2.825066
CHANnel1,0.0126,2.7976
CHANnel1,0.012700000000000003,2.857333
CHANnel1,0.012800000000000006,2.843466
CHANnel1,0.012899999999999995,2.907733
CHANnel1,0.012999999999999998,2.880266
CHANnel1,0.0131,2.949066
CHANnel1,0.013200000000000003,2.9352
CHANnel1,0.013300000000000006,2.875466
CHANnel1,0.013399999999999995,2.8984
CHANnel1,0.013499999999999998,2.811466
CHANnel1,0.013600000000000001,2.825066
CHANnel1,0.013700000000000004,2.788533
CHANnel1,0.013800000000000007,2.7976
CHANnel1,0.013899999999999996,2.843466
CHANnel1,0.013999999999999999,2.820533
CHANnel1,0.014100000000000001,2.8664
CHANnel1,0.014200000000000004,2.8344
CHANnel1,0.014300000000000007,2.880266
CHANnel1,0.014399999999999996,2.843466
CHANnel1,0.014499999999999999,2.8664
CHANnel1,0.014600000000000002,2.875466
CHANnel1,0.014700000000000005,2.825066
CHANnel1,0.014799999999999994,2.857333
CHANnel1,0.014899999999999997,2.783733
CHANnel1,0.015,2.788533
CHANnel1,0.015100000000000002,2.825066
CHANnel1,0.015200000000000005,2.7976
CHANnel1,0.015299999999999994,2.875466
CHANnel1,0.015399999999999997,2.852533
CHANnel1,0.0155,2.9352
CHANnel1,0.015600000000000003,2.907733
CHANnel1,0.015700000000000006,2.949066
CHANnel1,0.015799999999999995,2.921333
CHANnel1,0.015899999999999997,2.843466
CHANnel1,0.016,2.8664
CHANnel1,0.016100000000000003,2.806666
CHANnel1,0.016200000000000006,2.788533
CHANnel1,0.016299999999999995,2.825066
CHANnel1,0.016399999999999998,2.774666
CHANnel1,0.0165,2.8296
CHANnel1,0.016600000000000004,2.825066
CHANnel1,0.016700000000000007,2.875466
CHANnel1,0.016799999999999995,2.857333
CHANnel1,0.0169,2.9032
CHANnel1,0.017,2.861866
CHANnel1,0.017100000000000004,2.9032
CHANnel1,0.017200000000000007,2.9032
CHANnel1,0.017299999999999996,2.8664
CHANnel1,0.0174,2.8664
CHANnel1,0.0175,2.912266
CHANnel1,0.017600000000000005,2.8984
CHANnel1,0.017700000000000007,2.8344
CHANnel1,0.017799999999999996,2.852533
CHANnel1,0.0179,2.811466
CHANnel1,0.018000000000000002,2.8296
CHANnel1,0.018100000000000005,2.774666
CHANnel1,0.018199999999999994,2.788533
CHANnel1,0.018299999999999997,2.848
CHANnel1,0.0184,2.838933
CHANnel1,0.018500000000000003,2.907733
CHANnel1,0.018600000000000005,2.880266
CHANnel1,0.018699999999999994,2.949066
CHANnel1,0.018799999999999997,2.9352
CHANnel1,0.0189,2.8984
CHANnel1,0.019000000000000003,2.9032
