Channel,Time (s),Voltage (V)
CHANnel1,0.018799999999999997,5.169333
CHANnel1,0.0189,5.224266
CHANnel1,0.019000000000000003,5.251999
CHANnel1,0.019100000000000006,5.201333
CHANnel1,0.019199999999999995,5.206133
CHANnel1,0.019299999999999998,5.132533
CHANnel1,0.0194,5.137333
CHANnel1,0.019500000000000003,5.091199
CHANnel1,0.019600000000000006,5.114399
CHANnel1,0.019699999999999995,5.1648
CHANnel1,0.019799999999999998,5.150933
CHANnel1,0.0199,5.187733
CHANnel1,0.020000000000000004,5.1648
CHANnel1,0.020100000000000007,5.206133
CHANnel1,0.020199999999999996,5.169333
CHANnel1,0.0203,5.206133
CHANnel1,0.0204,5.183199
CHANnel1,0.020500000000000004,5.127999
CHANnel1,0.020600000000000007,5.173866
CHANnel1,0.020699999999999996,5.132533
CHANnel1,0.0208,5.169333
CHANnel1,0.020900000000000002,5.127999
CHANnel1,0.021000000000000005,5.169333
CHANnel1,0.021099999999999994,5.114399
CHANnel1,0.021199999999999997,5.137333
CHANnel1,0.0213,5.187733
CHANnel1,0.021400000000000002,5.1648
CHANnel1,0.021500000000000005,5.210666
CHANnel1,0.021599999999999994,5.173866
CHANnel1,0.021699999999999997,5.219733
CHANnel1,0.0218,5.196799
CHANnel1,0.021900000000000003,5.150933
CHANnel1,0.022000000000000006,5.169333
CHANnel1,0.022099999999999995,5.123466
CHANnel1,0.022199999999999998,5.127999
CHANnel1,0.0223,5.086666
CHANnel1,0.022400000000000003,5.100533
CHANnel1,0.022500000000000006,5.196799
CHANnel1,0.022599999999999995,5.192266
CHANnel1,0.022699999999999998,5.2472
CHANnel1,0.0228,5.256533
CHANnel1,0.022900000000000004,5.215199
CHANnel1,0.023000000000000007,5.229066
CHANnel1,0.023099999999999996,5.127999
CHANnel1,0.0232,5.137333
CHANnel1,0.0233,5.096
CHANnel1,0.023400000000000004,5.091199
CHANnel1,0.023500000000000007,5.132533
CHANnel1,0.023599999999999996,5.127999
CHANnel1,0.0237,5.086666
CHANnel1,0.0238,5.137333
CHANnel1,0.023900000000000005,5.100533
CHANnel1,0.024000000000000007,5.127999
CHANnel1,0.024099999999999996,5.096
CHANnel1,0.0242,5.114399
CHANnel1,0.024300000000000002,5.215199
CHANnel1,0.024400000000000005,5.192266
CHANnel1,0.024499999999999994,5.2472
CHANnel1,0.024599999999999997,5.256533
CHANnel1,0.0247,5.192266
CHANnel1,0.024800000000000003,5.192266
CHANnel1,0.024900000000000005,5.118933
CHANnel1,0.024999999999999994,5.141866
CHANnel1,0.025099999999999997,5.096
CHANnel1,0.0252,5.105066
CHANnel1,0.025300000000000003,5.183199
CHANnel1,0.025400000000000006,5.150933
CHANnel1,0.025499999999999995,5.196799
CHANnel1,0.025599999999999998,5.169333
CHANnel1,0.0257,5.224266
CHANnel1,0.025800000000000003,5.196799
CHANnel1,0.025900000000000006,5.150933
CHANnel1,0.025999999999999995,5.183199
CHANnel1,0.026099999999999998,5.146399
CHANnel1,0.0262,5.123466
CHANnel1,0.026300000000000004,5.173866
CHANnel1,0.026400000000000007,5.114399
CHANnel1,0.026499999999999996,5.169333
CHANnel1,0.0266,5.1096
CHANnel1,0.0267,5.173866
CHANnel1,0.026800000000000004,5.132533
CHANnel1,0.026900000000000007,5.196799
CHANnel1,0.026999999999999996,5.183199
CHANnel1,0.0271,5.206133
CHANnel1,0.027200000000000002,5.173866
CHANnel1,0.027300000000000005,5.238133
CHANnel1,0.027400000000000008,5.206133
CHANnel1,0.027499999999999997,5.146399
CHANnel1,0.0276,5.160266
CHANnel1,0.027700000000000002,5.118933
CHANnel1,0.027800000000000005,5.096
CHANnel1,0.027899999999999994,5.137333
CHANnel1,0.027999999999999997,5.123466
CHANnel1,0.0281,5.206133
CHANnel1,0.028200000000000003,5.187733
CHANnel1,0.028300000000000006,5.251999
CHANnel1,0.028399999999999995,5.270133
CHANnel1,0.028499999999999998,5.196799
CHANnel1,0.0286,5.201333
CHANnel1,0.028700000000000003,5.105066
CHANnel1,0.028800000000000006,5.137333
CHANnel1,0.028899999999999995,5.100533
CHANnel1,0.028999999999999998,5.141866
CHANnel1,0.0291,5.086666
CHANnel1,0.029200000000000004,5.100533
CHANnel1,0.029300000000000007,5.146399
CHANnel1,0.029399999999999996,5.105066
CHANnel1,0.0295,5.141866
CHANnel1,0.0296,5.137333
CHANnel1,0.029700000000000004,5.091199
CHANnel1,0.029800000000000007,5.114399
CHANnel1,0.029899999999999996,5.210666
CHANnel1,0.03,5.196799
CHANnel1,0.030100000000000002,5.242666
CHANnel1,0.030200000000000005,5.256533
CHANnel1,0.030300000000000007,5.206133
CHANnel1,0.030399999999999996,5.238133
CHANnel1,0.0305,5.132533
CHANnel1,0.030600000000000002,5.137333
CHANnel1,0.030700000000000005,5.105066
CHANnel1,0.030800000000000008,5.114399
CHANnel1,0.030899999999999997,5.183199
CHANnel1,0.031,5.160266
CHANnel1,0.031100000000000003,5.196799
CHANnel1,0.031200000000000006,5.173866
CHANnel1,0.031299999999999994,5.210666
CHANnel1,0.0314,5.215199
CHANnel1,0.0315,5.169333
CHANnel1,0.0316,5.192266
CHANnel1,0.031700000000000006,5.150933
CHANnel1,0.031799999999999995,5.183199
CHANnel1,0.0319,5.127999
CHANnel1,0.032,5.127999
CHANnel1,0.032100000000000004,5.1784
CHANnel1,0.032200000000000006,5.183199
CHANnel1,0.032299999999999995,5.132533
CHANnel1,0.0324,5.150933
CHANnel1,0.0325,5.210666
CHANnel1,0.032600000000000004,5.160266
CHANnel1,0.03270000000000001,5.219733
CHANnel1,0.032799999999999996,5.215199
CHANnel1,0.0329,5.173866
CHANnel1,0.033,5.187733
CHANnel1,0.033100000000000004,5.137333
CHANnel1,0.03320000000000001,5.173866
CHANnel1,0.033299999999999996,5.105066
CHANnel1,0.0334,5.096
CHANnel1,0.0335,5.150933
CHANnel1,0.033600000000000005,5.146399
CHANnel1,0.03370000000000001,5.2472
CHANnel1,0.0338,5.196799
CHANnel1,0.0339,5.265599
CHANnel1,0.034,5.251999
CHANnel1,0.034100000000000005,5.192266
CHANnel1,0.03420000000000001,5.192266
CHANnel1,0.0343,5.114399
CHANnel1,0.0344,5.137333
CHANnel1,0.0345,5.100533
CHANnel1,0.034600000000000006,5.105066
CHANnel1,0.034699999999999995,5.137333
CHANnel1,0.0348,5.146399
CHANnel1,0.0349,5.100533
CHANnel1,0.035,5.150933
CHANnel1,0.035100000000000006,5.091199
CHANnel1,0.035199999999999995,5.096
CHANnel1,0.0353,5.150933
CHANnel1,0.0354,5.146399
CHANnel1,0.035500000000000004,5.229066
CHANnel1,0.03560000000000001,5.210666
CHANnel1,0.035699999999999996,5.265599
CHANnel1,0.0358,5.261066
CHANnel1,0.0359,5.1784
CHANnel1,0.036000000000000004,5.192266
CHANnel1,0.03610000000000001,5.100533
CHANnel1,0.036199999999999996,5.091199
CHANnel1,0.0363,5.141866
CHANnel1,0.0364,5.127999
CHANnel1,0.036500000000000005,5.173866
CHANnel1,0.03660000000000001,5.160266
CHANnel1,0.036699999999999997,5.196799
CHANnel1,0.0368,5.173866
CHANnel1,0.0369,5.219733
CHANnel1,0.037000000000000005,5.206133
CHANnel1,0.03710000000000001,5.160266
CHANnel1,0.0372,5.206133
CHANnel1,0.0373,5.137333
CHANnel1,0.0374,5.169333
CHANnel1,0.037500000000000006,5.123466
CHANnel1,0.037599999999999995,5.1648
CHANnel1,0.0377,5.127999
CHANnel1,0.0378,5.173866
CHANnel1,0.0379,5.127999
CHANnel1,0.038000000000000006,5.137333
CHANnel1,0.038099999999999995,5.192266
CHANnel1,0.0382,5.169333
CHANnel1,0.0383,5.215199
CHANnel1,0.038400000000000004,5.215199
CHANnel1,0.038500000000000006,5.169333
CHANnel1,0.038599999999999995,5.196799
CHANnel1,0.0387,5.146399
CHANnel1,0.0388,5.160266
CHANnel1,0.038900000000000004,5.105066
CHANnel1,0.03900000000000001,5.132533
CHANnel1,0.039099999999999996,5.096
CHANnel1,0.0392,5.114399
CHANnel1,0.0393,5.206133
CHANnel1,0.039400000000000004,5.201333
CHANnel1,0.03950000000000001,5.256533
CHANnel1,0.039599999999999996,5.251999
CHANnel1,0.0397,5.215199
CHANnel1,0.0398,5.206133
CHANnel1,0.039900000000000005,5.123466
CHANnel1,0.04000000000000001,5.150933
CHANnel1,0.0401,5.086666
CHANnel1,0.0402,5.127999
CHANnel1,0.0403,5.091199
CHANnel1,0.040400000000000005,5.127999
CHANnel1,0.04050000000000001,5.082133
CHANnel1,0.0406,5.091199
CHANnel1,0.0407,5.150933
CHANnel1,0.0408,5.091199
CHANnel1,0.040900000000000006,5.141866
CHANnel1,0.040999999999999995,5.127999
CHANnel1,0.0411,5.242666
CHANnel1,0.0412,5.201333
CHANnel1,0.0413,5.265599
CHANnel1,0.041400000000000006,5.261066
CHANnel1,0.041499999999999995,5.150933
CHANnel1,0.0416,5.169333
CHANnel1,0.0417,5.105066
CHANnel1,0.041800000000000004,5.096
CHANnel1,0.04190000000000001,5.137333
CHANnel1,0.041999999999999996,5.123466
CHANnel1,0.0421,5.173866
CHANnel1,0.0422,5.155466
CHANnel1,0.042300000000000004,5.215199
CHANnel1,0.04240000000000001,5.219733
CHANnel1,0.042499999999999996,5.173866
CHANnel1,0.0426,5.192266
CHANnel1,0.0427,5.141866
CHANnel1,0.042800000000000005,5.169333
CHANnel1,0.04290000000000001,5.114399
CHANnel1,0.043,5.150933
CHANnel1,0.0431,5.105066
CHANnel1,0.0432,5.105066
CHANnel1,0.043300000000000005,5.155466
CHANnel1,0.04340000000000001,5.150933
CHANnel1,0.0435,5.105066
CHANnel1,0.0436,5.137333
CHANnel1,0.0437,5.183199
CHANnel1,0.043800000000000006,5.169333
CHANnel1,0.04390000000000001,5.210666
CHANnel1,0.044,5.215199
CHANnel1,0.0441,5.1784
CHANnel1,0.0442,5.215199
CHANnel1,0.044300000000000006,5.146399
CHANnel1,0.044399999999999995,5.183199
CHANnel1,0.0445,5.123466
CHANnel1,0.0446,5.141866
CHANnel1,0.044700000000000004,5.096
CHANnel1,0.044800000000000006,5.114399
CHANnel1,0.044899999999999995,5.210666
CHANnel1,0.045,5.196799
CHANnel1,0.0451,5.261066
CHANnel1,0.045200000000000004,5.251999
CHANnel1,0.04530000000000001,5.206133
CHANnel1,0.045399999999999996,5.229066
CHANnel1,0.0455,5.132533
CHANnel1,0.0456,5.150933
CHANnel1,0.045700000000000005,5.091199
CHANnel1,0.04580000000000001,5.127999
CHANnel1,0.045899999999999996,5.091199
CHANnel1,0.046,5.137333
CHANnel1,0.0461,5.091199
CHANnel1,0.046200000000000005,5.132533
CHANnel1,0.04630000000000001,5.091199
CHANnel1,0.0464,5.100533
CHANnel1,0.0465,5.1784
CHANnel1,0.0466,5.146399
CHANnel1,0.046700000000000005,5.2472
CHANnel1,0.04680000000000001,5.210666
CHANnel1,0.0469,5.265599
CHANnel1,0.047,5.242666
CHANnel1,0.0471,5.173866
CHANnel1,0.047200000000000006,5.169333
CHANnel1,0.04730000000000001,5.105066
CHANnel1,0.0474,5.100533
CHANnel1,0.0475,5.141866
CHANnel1,0.0476,5.132533
CHANnel1,0.047700000000000006,5.183199
CHANnel1,0.047799999999999995,5.150933
CHANnel1,0.0479,5.210666
CHANnel1,0.048,5.215199
CHANnel1,0.048100000000000004,5.1648
CHANnel1,0.04820000000000001,5.196799
CHANnel1,0.048299999999999996,5.150933
CHANnel1,0.0484,5.1648
CHANnel1,0.0485,5.127999
CHANnel1,0.048600000000000004,5.150933
CHANnel1,0.04870000000000001,5.127999
CHANnel1,0.048799999999999996,5.155466
CHANnel1,0.0489,5.105066
CHANnel1,0.049,5.114399
CHANnel1,0.049100000000000005,5.183199
CHANnel1,0.04920000000000001,5.141866
CHANnel1,0.0493,5.196799
CHANnel1,0.0494,5.215199
CHANnel1,0.0495,5.183199
CHANnel1,0.049600000000000005,5.219733
CHANnel1,0.04970000000000001,5.173866
CHANnel1,0.0498,5.196799
CHANnel1,0.0499,5.146399
CHANnel2,-0.05,2.434133
CHANnel2,-0.0499,2.4616
CHANnel2,-0.049800000000000004,2.438666
CHANnel2,-0.0497,2.3792
CHANnel2,-0.049600000000000005,2.415733
CHANnel2,-0.0495,2.3792
CHANnel2,-0.0494,2.3792
CHANnel2,-0.049300000000000004,2.425066
CHANnel2,-0.0492,2.4296
CHANnel2,-0.049100000000000005,2.383733
CHANnel2,-0.049,2.3792
CHANnel2,-0.048900000000000006,2.415733
CHANnel2,-0.0488,2.3792
CHANnel2,-0.0487,2.4296
CHANnel2,-0.048600000000000004,2.370133
CHANnel2,-0.0485,2.425066
CHANnel2,-0.048400000000000006,2.3792
CHANnel2,-0.0483,2.4432
CHANnel2,-0.0482,2.393066
CHANnel2,-0.048100000000000004,2.457067
CHANnel2,-0.048,2.457067
CHANnel2,-0.047900000000000005,2.388266
CHANnel2,-0.0478,2.406667
CHANnel2,-0.047700000000000006,2.370133
CHANnel2,-0.0476,2.351733
CHANnel2,-0.0475,2.4616
CHANnel2,-0.047400000000000005,2.434133
CHANnel2,-0.0473,2.502666
CHANnel2,-0.047200000000000006,2.438666
CHANnel2,-0.0471,2.338133
CHANnel2,-0.047,2.342666
CHANnel2,-0.046900000000000004,2.278666
CHANnel2,-0.0468,2.3016
CHANnel2,-0.046700000000000005,2.361066
CHANnel2,-0.0466,2.3336
CHANnel2,-0.0465,2.388266
CHANnel2,-0.046400000000000004,2.3976
CHANnel2,-0.0463,2.3472
CHANnel2,-0.046200000000000005,2.356266
CHANnel2,-0.0461,2.406667
CHANnel2,-0.046,2.406667
CHANnel2,-0.0459,2.338133
CHANnel2,-0.0458,2.402133
CHANnel2,-0.045700000000000005,2.3016
CHANnel2,-0.0456,2.329067
CHANnel2,-0.0455,2.292266
CHANnel2,-0.0454,2.297066
CHANnel2,-0.0453,2.3792
CHANnel2,-0.045200000000000004,2.3656
CHANnel2,-0.0451,2.4936
CHANnel2,-0.045000000000000005,2.4936
CHANnel2,-0.0449,2.425066
CHANnel2,-0.0448,2.420266
CHANnel2,-0.044700000000000004,2.370133
CHANnel2,-0.0446,2.356266
CHANnel2,-0.044500000000000005,2.425066
CHANnel2,-0.0444,2.3976
CHANnel2,-0.044300000000000006,2.4616
CHANnel2,-0.0442,2.452266
CHANnel2,-0.0441,2.388266
CHANnel2,-0.044000000000000004,2.434133
CHANnel2,-0.0439,2.3656
CHANnel2,-0.043800000000000006,2.425066
CHANnel2,-0.0437,2.3792
CHANnel2,-0.0436,2.3792
CHANnel2,-0.043500000000000004,2.4296
CHANnel2,-0.0434,2.420266
CHANnel2,-0.043300000000000005,2.3792
CHANnel2,-0.0432,2.425066
CHANnel2,-0.0431,2.374666
CHANnel2,-0.043000000000000003,2.425066
CHANnel2,-0.0429,2.370133
CHANnel2,-0.042800000000000005,2.374666
CHANnel2,-0.0427,2.438666
CHANnel2,-0.0426,2.4112
CHANnel2,-0.0425,2.470666
CHANnel2,-0.0424,2.434133
CHANnel2,-0.042300000000000004,2.370133
CHANnel2,-0.0422,2.370133
CHANnel2,-0.0421,2.4112
CHANnel2,-0.042,2.388266
CHANnel2,-0.04190000000000001,2.4752
CHANnel2,-0.041800000000000004,2.484267
CHANnel2,-0.0417,2.4112
CHANnel2,-0.0416,2.402133
CHANnel2,-0.0415,2.310666
CHANnel2,-0.041400000000000006,2.297066
CHANnel2,-0.0413,2.361066
CHANnel2,-0.0412,2.310666
CHANnel2,-0.041100000000000005,2.3792
CHANnel2,-0.041,2.356266
CHANnel2,-0.040900000000000006,2.4112
CHANnel2,-0.0408,2.370133
CHANnel2,-0.0407,2.415733
CHANnel2,-0.040600000000000004,2.370133
CHANnel2,-0.0405,2.434133
CHANnel2,-0.040400000000000005,2.415733
CHANnel2,-0.0403,2.370133
CHANnel2,-0.0402,2.388266
CHANnel2,-0.040100000000000004,2.3336
CHANnel2,-0.04,2.361066
CHANnel2,-0.039900000000000005,2.3016
CHANnel2,-0.0398,2.292266
CHANnel2,-0.0397,2.3472
CHANnel2,-0.0396,2.342666
CHANnel2,-0.0395,2.479733
CHANnel2,-0.039400000000000004,2.498133
CHANnel2,-0.0393,2.447733
CHANnel2,-0.0392,2.452266
CHANnel2,-0.0391,2.361066
CHANnel2,-0.039,2.4112
CHANnel2,-0.038900000000000004,2.342666
CHANnel2,-0.0388,2.3976
CHANnel2,-0.0387,2.4616
CHANnel2,-0.0386,2.4112
CHANnel2,-0.038500000000000006,2.466133
CHANnel2,-0.038400000000000004,2.452266
CHANnel2,-0.0383,2.3792
CHANnel2,-0.038200000000000005,2.420266
CHANnel2,-0.0381,2.374666
CHANnel2,-0.038000000000000006,2.3792
CHANnel2,-0.0379,2.420266
CHANnel2,-0.0378,2.370133
CHANnel2,-0.037700000000000004,2.4296
CHANnel2,-0.0376,2.425066
CHANnel2,-0.037500000000000006,2.3792
CHANnel2,-0.0374,2.425066
CHANnel2,-0.0373,2.374666
CHANnel2,-0.037200000000000004,2.393066
CHANnel2,-0.0371,2.447733
CHANnel2,-0.037000000000000005,2.4616
CHANnel2,-0.0369,2.393066
CHANnel2,-0.0368,2.415733
CHANnel2,-0.0367,2.356266
CHANnel2,-0.0366,2.3656
CHANnel2,-0.036500000000000005,2.434133
CHANnel2,-0.0364,2.402133
CHANnel2,-0.0363,2.4936
CHANnel2,-0.0362,2.484267
CHANnel2,-0.0361,2.342666
CHANnel2,-0.036000000000000004,2.370133
CHANnel2,-0.0359,2.3016
CHANnel2,-0.0358,2.306133
CHANnel2,-0.0357,2.361066
CHANnel2,-0.0356,2.3336
CHANnel2,-0.035500000000000004,2.406667
CHANnel2,-0.0354,2.370133
CHANnel2,-0.0353,2.420266
CHANnel2,-0.0352,2.3792
CHANnel2,-0.035100000000000006,2.420266
CHANnel2,-0.035,2.3792
CHANnel2,-0.0349,2.425066
CHANnel2,-0.034800000000000005,2.425066
CHANnel2,-0.0347,2.374666
CHANnel2,-0.034600000000000006,2.402133
CHANnel2,-0.0345,2.338133
CHANnel2,-0.0344,2.351733
CHANnel2,-0.0343,2.3016
CHANnel2,-0.0342,2.3336
CHANnel2,-0.034100000000000005,2.297066
CHANnel2,-0.034,2.310666
CHANnel2,-0.0339,2.457067
CHANnel2,-0.033800000000000004,2.438666
CHANnel2,-0.0337,2.502666
CHANnel2,-0.033600000000000005,2.484267
CHANnel2,-0.0335,2.4112
CHANnel2,-0.0334,2.415733
CHANnel2,-0.0333,2.356266
CHANnel2,-0.0332,2.3792
CHANnel2,-0.033100000000000004,2.434133
CHANnel2,-0.033,2.425066
CHANnel2,-0.0329,2.4616
CHANnel2,-0.0328,2.438666
CHANnel2,-0.03270000000000001,2.374666
CHANnel2,-0.032600000000000004,2.3656
CHANnel2,-0.0325,2.438666
CHANnel2,-0.0324,2.374666
CHANnel2,-0.0323,2.415733
CHANnel2,-0.032200000000000006,2.415733
CHANnel2,-0.032100000000000004,2.3656
CHANnel2,-0.032,2.415733
CHANnel2,-0.0319,2.370133
CHANnel2,-0.0318,2.3792
CHANnel2,-0.031700000000000006,2.434133
CHANnel2,-0.0316,2.383733
CHANnel2,-0.0315,2.4616
CHANnel2,-0.0314,2.4616
CHANnel2,-0.0313,2.393066
CHANnel2,-0.031200000000000002,2.370133
CHANnel2,-0.031100000000000003,2.415733
CHANnel2,-0.031000000000000003,2.388266
CHANnel2,-0.0309,2.447733
CHANnel2,-0.0308,2.4296
CHANnel2,-0.0307,2.4936
CHANnel2,-0.030600000000000002,2.438666
CHANnel2,-0.030500000000000003,2.329067
CHANnel2,-0.030400000000000003,2.342666
CHANnel2,-0.0303,2.287733
CHANnel2,-0.0302,2.3016
CHANnel2,-0.030100000000000002,2.3656
CHANnel2,-0.030000000000000002,2.356266
CHANnel2,-0.029900000000000003,2.4112
CHANnel2,-0.0298,2.434133
CHANnel2,-0.0297,2.374666
CHANnel2,-0.0296,2.415733
CHANnel2,-0.029500000000000002,2.3792
CHANnel2,-0.029400000000000003,2.406667
CHANnel2,-0.029300000000000003,2.447733
CHANnel2,-0.0292,2.4616
CHANnel2,-0.0291,2.402133
CHANnel2,-0.029,2.434133
CHANnel2,-0.028900000000000002,2.356266
CHANnel2,-0.028800000000000003,2.383733
CHANnel2,-0.028700000000000003,2.3152
CHANnel2,-0.0286,2.297066
CHANnel2,-0.0285,2.3336
CHANnel2,-0.0284,2.306133
CHANnel2,-0.028300000000000002,2.457067
CHANnel2,-0.028200000000000003,2.434133
CHANnel2,-0.028100000000000003,2.498133
CHANnel2,-0.028,2.489066
CHANnel2,-0.0279,2.370133
CHANnel2,-0.027800000000000002,2.434133
CHANnel2,-0.027700000000000002,2.3472
CHANnel2,-0.027600000000000003,2.370133
CHANnel2,-0.0275,2.438666
CHANnel2,-0.0274,2.415733
CHANnel2,-0.0273,2.4616
CHANnel2,-0.027200000000000002,2.447733
CHANnel2,-0.027100000000000003,2.388266
CHANnel2,-0.027000000000000003,2.415733
CHANnel2,-0.0269,2.3656
CHANnel2,-0.0268,2.370133
CHANnel2,-0.0267,2.420266
CHANnel2,-0.026600000000000002,2.415733
CHANnel2,-0.026500000000000003,2.370133
CHANnel2,-0.026400000000000003,2.3792
CHANnel2,-0.0263,2.415733
CHANnel2,-0.0262,2.383733
CHANnel2,-0.0261,2.447733
CHANnel2,-0.026000000000000002,2.415733
CHANnel2,-0.025900000000000003,2.4616
CHANnel2,-0.0258,2.4616
CHANnel2,-0.0257,2.370133
CHANnel2,-0.0256,2.402133
CHANnel2,-0.025500000000000002,2.356266
CHANnel2,-0.025400000000000002,2.388266
CHANnel2,-0.025300000000000003,2.447733
CHANnel2,-0.0252,2.484267
CHANnel2,-0.0251,2.3976
CHANnel2,-0.025,2.406667
CHANnel2,-0.024900000000000002,2.310666
CHANnel2,-0.024800000000000003,2.278666
CHANnel2,-0.024700000000000003,2.342666
CHANnel2,-0.0246,2.324266
CHANnel2,-0.0245,2.393066
CHANnel2,-0.0244,2.370133
CHANnel2,-0.024300000000000002,2.425066
CHANnel2,-0.024200000000000003,2.415733
CHANnel2,-0.0241,2.370133
CHANnel2,-0.024,2.4296
CHANnel2,-0.0239,2.370133
CHANnel2,-0.0238,2.370133
CHANnel2,-0.023700000000000002,2.420266
CHANnel2,-0.023600000000000003,2.370133
CHANnel2,-0.0235,2.420266
CHANnel2,-0.0234,2.415733
CHANnel2,-0.0233,2.370133
CHANnel2,-0.023200000000000002,2.406667
CHANnel2,-0.023100000000000002,2.324266
CHANnel2,-0.023000000000000003,2.374666
CHANnel2,-0.0229,2.297066
CHANnel2,-0.0228,2.310666
CHANnel2,-0.0227,2.447733
CHANnel2,-0.022600000000000002,2.425066
CHANnel2,-0.022500000000000003,2.498133
CHANnel2,-0.0224,2.4936
CHANnel2,-0.0223,2.393066
CHANnel2,-0.0222,2.434133
CHANnel2,-0.0221,2.3656
CHANnel2,-0.022000000000000002,2.3792
CHANnel2,-0.021900000000000003,2.438666
CHANnel2,-0.0218,2.4112
CHANnel2,-0.0217,2.4616
CHANnel2,-0.0216,2.470666
CHANnel2,-0.021500000000000002,2.393066
CHANnel2,-0.021400000000000002,2.425066
CHANnel2,-0.021300000000000003,2.388266
CHANnel2,-0.0212,2.3792
CHANnel2,-0.0211,2.434133
CHANnel2,-0.021,2.370133
CHANnel2,-0.020900000000000002,2.425066
CHANnel2,-0.020800000000000003,2.374666
CHANnel2,-0.0207,2.4296
CHANnel2,-0.0206,2.4112
CHANnel2,-0.0205,2.457067
CHANnel2,-0.0204,2.4616
CHANnel2,-0.020300000000000002,2.4112
CHANnel2,-0.020200000000000003,2.452266
CHANnel2,-0.0201,2.374666
CHANnel2,-0.02,2.3656
CHANnel2,-0.0199,2.415733
CHANnel2,-0.0198,2.3792
CHANnel2,-0.019700000000000002,2.4936
CHANnel2,-0.019600000000000003,2.516266
CHANnel2,-0.0195,2.393066
CHANnel2,-0.0194,2.393066
CHANnel2,-0.0193,2.287733
CHANnel2,-0.019200000000000002,2.287733
CHANnel2,-0.019100000000000002,2.338133
CHANnel2,-0.019000000000000003,2.324266
CHANnel2,-0.0189,2.434133
CHANnel2,-0.0188,2.3792
CHANnel2,-0.0187,2.425066
CHANnel2,-0.0186,2.425066
CHANnel2,-0.018500000000000003,2.374666
CHANnel2,-0.0184,2.3792
CHANnel2,-0.018300000000000004,2.434133
CHANnel2,-0.0182,2.438666
CHANnel2,-0.018099999999999998,2.383733
CHANnel2,-0.018000000000000002,2.388266
CHANnel2,-0.0179,2.425066
CHANnel2,-0.017800000000000003,2.425066
CHANnel2,-0.0177,2.356266
CHANnel2,-0.017600000000000005,2.393066
CHANnel2,-0.0175,2.3336
CHANnel2,-0.0174,2.374666
CHANnel2,-0.017300000000000003,2.2832
CHANnel2,-0.0172,2.310666
CHANnel2,-0.017100000000000004,2.388266
CHANnel2,-0.017,2.388266
CHANnel2,-0.0169,2.489066
CHANnel2,-0.016800000000000002,2.502666
CHANnel2,-0.0167,2.4112
CHANnel2,-0.016600000000000004,2.420266
CHANnel2,-0.0165,2.370133
CHANnel2,-0.016399999999999998,2.361066
CHANnel2,-0.016300000000000002,2.415733
CHANnel2,-0.0162,2.402133
CHANnel2,-0.016100000000000003,2.470666
CHANnel2,-0.016,2.457067
CHANnel2,-0.015900000000000004,2.406667
CHANnel2,-0.0158,2.438666
CHANnel2,-0.0157,2.370133
CHANnel2,-0.015600000000000003,2.4296
CHANnel2,-0.0155,2.383733
CHANnel2,-0.015400000000000004,2.438666
CHANnel2,-0.015300000000000001,2.383733
CHANnel2,-0.015199999999999998,2.374666
CHANnel2,-0.015100000000000002,2.434133
CHANnel2,-0.015,2.4112
CHANnel2,-0.014900000000000004,2.4616
CHANnel2,-0.0148,2.4616
CHANnel2,-0.014699999999999998,2.388266
CHANnel2,-0.014600000000000002,2.4432
CHANnel2,-0.014499999999999999,2.370133
CHANnel2,-0.014400000000000003,2.356266
CHANnel2,-0.0143,2.434133
CHANnel2,-0.014200000000000004,2.425066
CHANnel2,-0.014100000000000001,2.484267
CHANnel2,-0.013999999999999999,2.484267
CHANnel2,-0.013900000000000003,2.356266
CHANnel2,-0.0138,2.356266
CHANnel2,-0.013700000000000004,2.287733
CHANnel2,-0.013600000000000001,2.297066
CHANnel2,-0.013499999999999998,2.3792
CHANnel2,-0.013400000000000002,2.342666
CHANnel2,-0.0133,2.420266
CHANnel2,-0.013200000000000003,2.3792
CHANnel2,-0.0131,2.4296
CHANnel2,-0.012999999999999998,2.425066
CHANnel2,-0.012900000000000002,2.3792
CHANnel2,-0.012799999999999999,2.415733
CHANnel2,-0.012700000000000003,2.3792
CHANnel2,-0.0126,2.420266
CHANnel2,-0.012500000000000004,2.370133
CHANnel2,-0.012400000000000001,2.3656
CHANnel2,-0.012299999999999998,2.425066
CHANnel2,-0.012200000000000003,2.425066
CHANnel2,-0.0121,2.370133
CHANnel2,-0.012000000000000004,2.393066
CHANnel2,-0.0119,2.342666
CHANnel2,-0.011799999999999998,2.370133
CHANnel2,-0.011700000000000002,2.297066
CHANnel2,-0.0116,2.292266
CHANnel2,-0.011500000000000003,2.402133
CHANnel2,-0.0114,2.388266
CHANnel2,-0.011299999999999998,2.502666
CHANnel2,-0.011200000000000002,2.489066
CHANnel2,-0.011099999999999999,2.420266
CHANnel2,-0.011000000000000003,2.434133
CHANnel2,-0.0109,2.356266
CHANnel2,-0.010800000000000004,2.351733
CHANnel2,-0.010700000000000001,2.434133
CHANnel2,-0.010599999999999998,2.388266
CHANnel2,-0.010500000000000002,2.466133
CHANnel2,-0.0104,2.415733
CHANnel2,-0.010300000000000004,2.457067
CHANnel2,-0.0102,2.447733
CHANnel2,-0.010099999999999998,2.3792
CHANnel2,-0.010000000000000002,2.3792
CHANnel2,-0.009899999999999999,2.434133
CHANnel2,-0.009800000000000003,2.425066
