timestamp,A,B,OUT
2.10E-04,4.66E+00,4.64E+00,4.97E+00
2.11E-04,4.65E+00,4.64E+00,4.99E+00
2.11E-04,4.65E+00,4.63E+00,5.00E+00
2.12E-04,4.67E+00,4.63E+00,4.99E+00
2.12E-04,4.67E+00,4.65E+00,4.98E+00
2.13E-04,4.67E+00,4.63E+00,4.97E+00
2.13E-04,4.65E+00,4.63E+00,4.98E+00
2.14E-04,4.66E+00,4.65E+00,4.98E+00
2.14E-04,4.67E+00,4.65E+00,4.98E+00
2.15E-04,4.65E+00,4.63E+00,4.98E+00
2.15E-04,4.69E+00,4.65E+00,4.98E+00
2.16E-04,4.68E+00,4.65E+00,4.98E+00
2.16E-04,4.67E+00,4.61E+00,4.99E+00
2.17E-04,4.67E+00,4.62E+00,4.98E+00
2.17E-04,4.68E+00,4.64E+00,5.01E+00
2.18E-04,4.66E+00,4.62E+00,5.00E+00
2.18E-04,4.68E+00,4.64E+00,5.00E+00
2.19E-04,4.66E+00,4.63E+00,5.01E+00
2.19E-04,4.67E+00,4.63E+00,5.01E+00
2.20E-04,4.64E+00,4.65E+00,5.00E+00
2.20E-04,4.65E+00,4.65E+00,5.00E+00
2.21E-04,4.66E+00,4.65E+00,5.02E+00
2.21E-04,4.66E+00,4.65E+00,5.00E+00
2.22E-04,4.65E+00,4.63E+00,4.99E+00
2.22E-04,4.65E+00,4.63E+00,5.00E+00
2.23E-04,4.66E+00,4.65E+00,5.01E+00
2.23E-04,4.66E+00,4.64E+00,5.00E+00
2.24E-04,4.66E+00,4.64E+00,5.00E+00
2.24E-04,4.65E+00,4.66E+00,5.00E+00
2.25E-04,4.67E+00,4.64E+00,4.98E+00
2.25E-04,4.68E+00,4.64E+00,5.01E+00
2.26E-04,4.68E+00,4.67E+00,4.98E+00
2.26E-04,4.65E+00,4.64E+00,5.00E+00
2.27E-04,4.65E+00,4.63E+00,5.01E+00
2.27E-04,4.66E+00,4.62E+00,5.00E+00
2.28E-04,4.67E+00,4.63E+00,5.00E+00
2.28E-04,4.67E+00,4.62E+00,5.01E+00
2.29E-04,4.65E+00,4.63E+00,5.03E+00
2.29E-04,4.65E+00,4.62E+00,5.00E+00
2.30E-04,4.65E+00,4.64E+00,5.00E+00
2.30E-04,4.66E+00,4.63E+00,5.00E+00
2.31E-04,4.65E+00,4.61E+00,5.00E+00
2.31E-04,4.65E+00,4.65E+00,4.98E+00
2.32E-04,4.68E+00,4.62E+00,5.01E+00
2.32E-04,4.68E+00,4.65E+00,5.00E+00
2.33E-04,4.69E+00,4.63E+00,5.01E+00
2.33E-04,4.65E+00,4.65E+00,4.99E+00
2.34E-04,4.67E+00,4.66E+00,5.02E+00
2.34E-04,4.66E+00,4.63E+00,5.00E+00
2.35E-04,4.69E+00,4.64E+00,5.00E+00
2.35E-04,4.68E+00,4.64E+00,5.00E+00
2.36E-04,4.66E+00,4.64E+00,5.02E+00
2.36E-04,4.66E+00,4.65E+00,5.00E+00
2.37E-04,4.68E+00,4.64E+00,5.01E+00
2.37E-04,4.69E+00,4.65E+00,5.02E+00
2.38E-04,4.69E+00,4.63E+00,5.01E+00
2.38E-04,4.67E+00,4.65E+00,5.02E+00
2.39E-04,4.66E+00,4.62E+00,5.02E+00
2.39E-04,4.65E+00,4.62E+00,5.03E+00
2.40E-04,4.66E+00,4.63E+00,5.00E+00
2.40E-04,4.66E+00,4.64E+00,5.00E+00
2.41E-04,4.66E+00,4.64E+00,5.02E+00
2.41E-04,4.65E+00,4.65E+00,5.03E+00
2.42E-04,4.66E+00,4.64E+00,5.01E+00
2.42E-04,4.65E+00,4.65E+00,5.03E+00
2.43E-04,4.64E+00,4.64E+00,5.02E+00
2.43E-04,4.67E+00,4.65E+00,5.02E+00
2.44E-04,4.64E+00,4.63E+00,4.99E+00
2.44E-04,4.66E+00,4.65E+00,5.02E+00
2.45E-04,4.68E+00,4.64E+00,5.00E+00
2.45E-04,4.66E+00,4.64E+00,5.02E+00
2.46E-04,4.66E+00,4.63E+00,5.02E+00
2.46E-04,4.68E+00,4.64E+00,5.03E+00
2.47E-04,4.65E+00,4.63E+00,5.01E+00
2.47E-04,4.66E+00,4.63E+00,5.02E+00
2.48E-04,4.67E+00,4.65E+00,5.05E+00
2.48E-04,4.65E+00,4.63E+00,5.02E+00
2.49E-04,4.67E+00,4.65E+00,5.02E+00
2.49E-04,4.66E+00,4.64E+00,5.02E+00
2.50E-04,4.68E+00,4.64E+00,5.02E+00
